,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total_Usage_Time,Entertainment_Index,Spend_Ratio,Age_Group,Usage per App,Data Usage per Hour,Call Duration per Day (hrs)
9360,32,Male,Ahmedabad,OnePlus,Android,4.3,31.9,294.4,10,5.0,7861,3.1,0.3,308,Work,12.700000000000001,2.8000000000000003,25.44012944983819,Adult,0.43,0.24728682170542635,4.906666666666666
9361,36,Male,Kolkata,OnePlus,Android,11.2,11.2,160.6,135,2.2,8240,7.8,4.6,367,Education,25.799999999999997,4.866666666666666,22.391304347826086,Adult,0.08296296296296296,0.03333333333333333,2.6766666666666667
9362,50,Other,Ahmedabad,Oppo,Android,2.6,17.7,255.4,103,4.2,7841,5.2,4.6,1552,Gaming,16.6,4.666666666666667,5.048937540244688,Middle Aged,0.025242718446601944,0.22692307692307692,4.256666666666667
9363,34,Other,Mumbai,Oppo,Android,7.3,30.5,278.3,26,5.4,274,5.3,0.1,1251,Social Media,18.1,3.6,0.21884984025559107,Adult,0.28076923076923077,0.13926940639269406,4.638333333333334
9364,25,Male,Kolkata,Samsung,iOS,8.2,42.1,285.8,94,3.4,6610,7.5,2.1,1455,Entertainment,21.200000000000003,4.333333333333333,4.539835164835165,Young Adult,0.08723404255319148,0.17113821138211385,4.763333333333334
9365,35,Male,Jaipur,Samsung,iOS,9.7,7.1,295.7,104,2.3,7829,6.9,3.3,1657,Gaming,22.2,4.166666666666667,4.7219541616405305,Adult,0.09326923076923076,0.024398625429553265,4.928333333333333
9366,20,Male,Ahmedabad,Apple,Android,8.9,4.9,124.2,141,3.4,7796,2.0,4.2,1297,Entertainment,18.5,3.1999999999999997,6.006163328197227,Young Adult,0.06312056737588653,0.018352059925093634,2.07
9367,44,Other,Delhi,Motorola,Android,5.0,30.5,94.5,11,1.7,3915,1.2,4.4,574,Gaming,12.3,2.4333333333333336,6.808695652173913,Adult,0.45454545454545453,0.20333333333333334,1.575
9368,27,Female,Ahmedabad,Apple,iOS,9.8,3.3,86.1,81,1.2,3827,7.6,1.0,1505,Education,19.6,3.266666666666666,2.541168658698539,Young Adult,0.12098765432098767,0.011224489795918367,1.4349999999999998
9369,39,Female,Lucknow,Vivo,iOS,7.0,38.1,198.6,78,4.0,8501,7.7,0.7,577,Work,19.4,4.133333333333334,14.707612456747405,Adult,0.08974358974358974,0.18142857142857144,3.31
9370,44,Other,Bangalore,Apple,Android,11.5,21.4,174.3,127,4.5,8393,1.7,3.5,1471,Education,21.2,3.233333333333333,5.701766304347826,Adult,0.09055118110236221,0.06202898550724637,2.9050000000000002
9371,52,Female,Jaipur,Motorola,Android,6.5,46.0,55.8,155,3.0,2521,5.3,2.7,118,Gaming,17.5,3.6666666666666665,21.18487394957983,Middle Aged,0.041935483870967745,0.2358974358974359,0.9299999999999999
9372,15,Female,Jaipur,Apple,Android,4.8,46.6,131.0,165,2.8,7149,5.4,0.4,439,Education,13.4,2.866666666666667,16.24772727272727,Teen,0.02909090909090909,0.3236111111111111,2.183333333333333
9373,19,Other,Hyderabad,Motorola,iOS,3.2,23.3,97.2,180,1.7,9725,4.9,2.6,155,Education,12.4,3.0666666666666664,62.33974358974359,Young Adult,0.017777777777777778,0.24270833333333333,1.62
9374,38,Male,Bangalore,Apple,Android,3.3,34.8,29.6,172,1.8,9178,4.1,2.8,1189,Gaming,12.0,2.9,7.712605042016807,Adult,0.019186046511627905,0.3515151515151515,0.49333333333333335
9375,36,Female,Jaipur,Nokia,Android,6.4,25.4,193.9,119,5.6,4269,4.7,3.0,1943,Education,19.7,4.433333333333334,2.1959876543209877,Adult,0.05378151260504202,0.13229166666666667,3.231666666666667
9376,29,Other,Hyderabad,Apple,Android,5.6,3.7,75.8,88,4.7,2159,7.7,4.1,200,Education,22.1,5.5,10.74129353233831,Young Adult,0.06363636363636363,0.022023809523809525,1.2633333333333332
9377,18,Female,Delhi,Motorola,iOS,3.2,43.0,208.3,11,3.1,1614,5.0,2.6,332,Work,13.9,3.5666666666666664,4.846846846846847,Teen,0.29090909090909095,0.4479166666666667,3.4716666666666667
9378,22,Male,Kolkata,Vivo,iOS,3.2,8.7,203.4,104,4.0,6073,2.1,4.4,431,Education,13.700000000000001,3.5,14.05787037037037,Young Adult,0.03076923076923077,0.090625,3.39
9379,15,Other,Pune,Google Pixel,iOS,3.0,34.2,129.1,97,5.1,9700,2.0,4.9,1067,Entertainment,15.0,4.0,9.082397003745319,Teen,0.030927835051546393,0.38,2.1516666666666664
9380,18,Male,Ahmedabad,Samsung,Android,3.9,8.9,99.8,143,4.1,7363,5.0,2.0,130,Entertainment,15.0,3.6999999999999997,56.20610687022901,Teen,0.02727272727272727,0.07606837606837608,1.6633333333333333
9381,31,Male,Ahmedabad,Samsung,iOS,8.2,23.7,11.1,16,0.7,2010,7.0,3.0,1089,Education,18.9,3.5666666666666664,1.8440366972477065,Adult,0.5125,0.09634146341463415,0.185
9382,36,Female,Pune,Nokia,iOS,7.7,42.3,132.9,142,3.9,3030,4.8,0.4,1686,Social Media,16.799999999999997,3.033333333333333,1.7960877296976883,Adult,0.05422535211267606,0.1831168831168831,2.2150000000000003
9383,58,Female,Delhi,OnePlus,Android,7.1,9.4,169.4,55,5.2,1468,4.6,0.9,1786,Gaming,17.799999999999997,3.5666666666666664,0.821488528259653,Middle Aged,0.1290909090909091,0.044131455399061034,2.8233333333333333
9384,40,Female,Lucknow,Oppo,Android,2.1,25.1,53.3,68,3.7,5410,5.5,2.5,318,Social Media,13.8,3.9,16.95924764890282,Adult,0.030882352941176472,0.39841269841269844,0.8883333333333333
9385,49,Female,Pune,Motorola,iOS,4.0,16.7,28.2,180,2.9,1727,3.1,4.6,620,Entertainment,14.6,3.533333333333333,2.780998389694042,Middle Aged,0.022222222222222223,0.13916666666666666,0.47
9386,25,Female,Mumbai,Nokia,iOS,7.0,38.4,298.3,160,2.1,8610,3.5,2.1,704,Education,14.7,2.5666666666666664,12.212765957446809,Young Adult,0.04375,0.18285714285714286,4.971666666666667
9387,37,Other,Chennai,Google Pixel,Android,7.0,11.7,111.2,144,4.5,6718,1.5,1.6,749,Education,14.6,2.533333333333333,8.957333333333333,Adult,0.04861111111111111,0.05571428571428571,1.8533333333333333
9388,17,Other,Lucknow,Nokia,iOS,4.8,40.4,118.9,48,5.2,5691,7.6,1.0,1350,Gaming,18.6,4.6000000000000005,4.212435233160622,Teen,0.09999999999999999,0.28055555555555556,1.9816666666666667
9389,53,Other,Lucknow,Motorola,Android,3.9,3.4,150.5,129,5.4,9209,1.2,4.8,209,Entertainment,15.3,3.8000000000000003,43.852380952380955,Middle Aged,0.030232558139534883,0.02905982905982906,2.5083333333333333
9390,24,Male,Ahmedabad,Nokia,iOS,11.1,24.0,206.9,65,2.8,1328,0.7,4.0,673,Gaming,18.599999999999998,2.5,1.970326409495549,Young Adult,0.17076923076923076,0.07207207207207207,3.4483333333333333
9391,21,Male,Ahmedabad,Vivo,iOS,2.8,2.6,290.7,85,2.7,4124,1.7,4.3,874,Education,11.5,2.9,4.7131428571428575,Young Adult,0.03294117647058823,0.030952380952380953,4.845
9392,34,Female,Chennai,Oppo,iOS,4.9,7.2,34.9,128,4.9,9901,7.2,1.7,226,Education,18.7,4.6000000000000005,43.61674008810573,Adult,0.03828125,0.0489795918367347,0.5816666666666667
9393,20,Male,Mumbai,Xiaomi,Android,3.4,8.1,9.0,121,1.7,967,0.7,2.3,782,Work,8.1,1.5666666666666667,1.234993614303959,Young Adult,0.028099173553719006,0.07941176470588235,0.15
9394,45,Male,Mumbai,Vivo,iOS,11.3,20.0,60.0,139,2.1,413,3.5,0.1,650,Entertainment,17.0,1.9000000000000001,0.6344086021505376,Adult,0.08129496402877698,0.058997050147492625,1.0
9395,54,Male,Jaipur,Realme,Android,8.9,15.0,252.6,166,4.1,9047,6.9,2.9,1911,Work,22.799999999999997,4.633333333333334,4.731694560669456,Middle Aged,0.053614457831325305,0.056179775280898875,4.21
9396,18,Other,Kolkata,Apple,Android,4.4,42.0,17.9,87,0.7,196,5.7,4.8,312,Work,15.600000000000001,3.733333333333333,0.6261980830670927,Teen,0.05057471264367817,0.3181818181818182,0.2983333333333333
9397,39,Other,Bangalore,OnePlus,Android,3.5,4.8,231.0,75,5.6,6934,3.4,3.2,1309,Gaming,15.7,4.066666666666666,5.293129770992366,Adult,0.04666666666666667,0.045714285714285714,3.85
9398,23,Other,Pune,Samsung,Android,9.0,19.4,268.0,179,2.5,5964,3.6,4.7,1060,Entertainment,19.8,3.6,5.621112158341187,Young Adult,0.05027932960893855,0.07185185185185185,4.466666666666667
9399,35,Other,Ahmedabad,Apple,iOS,7.8,12.9,161.2,177,5.4,528,5.5,2.4,1139,Gaming,21.099999999999998,4.433333333333334,0.4631578947368421,Adult,0.04406779661016949,0.05512820512820513,2.6866666666666665
9400,34,Female,Ahmedabad,OnePlus,Android,9.1,33.2,139.8,128,4.7,4768,5.0,4.2,1906,Gaming,23.0,4.633333333333333,2.5002621919244885,Adult,0.07109375,0.12161172161172162,2.33
9401,42,Male,Chennai,Samsung,iOS,3.7,33.6,98.5,48,5.9,6299,7.6,1.1,1722,Work,18.300000000000004,4.866666666666666,3.6558328496807895,Adult,0.07708333333333334,0.3027027027027027,1.6416666666666666
9402,52,Female,Kolkata,Motorola,iOS,11.8,25.6,116.2,25,4.3,7183,5.3,4.9,1397,Gaming,26.300000000000004,4.833333333333333,5.138054363376252,Middle Aged,0.47200000000000003,0.07231638418079096,1.9366666666666668
9403,51,Female,Lucknow,Realme,iOS,3.6,16.0,28.0,123,5.4,7950,4.4,2.9,1467,Education,16.3,4.233333333333333,5.415531335149864,Middle Aged,0.02926829268292683,0.14814814814814814,0.4666666666666667
9404,16,Female,Hyderabad,Vivo,iOS,4.1,28.8,165.4,37,4.1,570,7.0,1.8,1688,Gaming,17.0,4.3,0.33747779751332146,Teen,0.1108108108108108,0.23414634146341468,2.756666666666667
9405,59,Male,Lucknow,Samsung,Android,1.7,6.3,48.7,191,4.5,6533,6.5,1.7,1934,Social Media,14.399999999999999,4.233333333333333,3.3762273901808784,Middle Aged,0.008900523560209424,0.12352941176470587,0.8116666666666668
9406,27,Male,Jaipur,Nokia,iOS,2.3,37.4,268.0,107,4.9,5964,1.7,2.6,737,Work,11.5,3.0666666666666664,8.08130081300813,Young Adult,0.021495327102803736,0.5420289855072463,4.466666666666667
9407,41,Other,Kolkata,Xiaomi,iOS,4.2,9.3,175.3,73,3.5,5010,7.7,1.0,523,Social Media,16.4,4.066666666666666,9.561068702290076,Adult,0.057534246575342465,0.07380952380952381,2.921666666666667
9408,43,Other,Hyderabad,Realme,Android,7.5,6.8,210.7,53,3.0,3118,4.5,3.3,1366,Work,18.3,3.6,2.2809070958302855,Adult,0.14150943396226415,0.03022222222222222,3.5116666666666663
9409,60,Male,Bangalore,Xiaomi,Android,8.5,39.8,152.9,89,2.5,3518,5.3,0.3,1606,Social Media,16.6,2.6999999999999997,2.189172370877411,Middle Aged,0.09550561797752809,0.156078431372549,2.5483333333333333
9410,35,Other,Delhi,Nokia,Android,7.0,16.5,223.7,41,5.2,4681,2.4,2.6,279,Social Media,17.2,3.4,16.71785714285714,Adult,0.17073170731707318,0.07857142857142857,3.728333333333333
9411,25,Female,Ahmedabad,Vivo,iOS,8.4,14.2,284.8,159,1.6,3493,4.4,4.7,1878,Gaming,19.1,3.566666666666667,1.8589675359233635,Young Adult,0.052830188679245285,0.05634920634920634,4.746666666666667
9412,54,Other,Lucknow,OnePlus,Android,8.2,17.1,42.4,170,2.0,3211,3.5,5.0,291,Gaming,18.7,3.5,10.996575342465754,Middle Aged,0.04823529411764706,0.06951219512195124,0.7066666666666667
9413,52,Female,Delhi,Google Pixel,Android,1.5,35.8,298.5,96,3.7,3271,7.5,4.2,1438,Entertainment,16.9,5.133333333333333,2.2731063238359974,Middle Aged,0.015625,0.7955555555555555,4.975
9414,36,Other,Mumbai,Samsung,iOS,11.8,35.4,52.3,67,4.3,178,1.3,4.4,1297,Social Media,21.800000000000004,3.3333333333333335,0.13713405238828968,Adult,0.17611940298507464,0.09999999999999999,0.8716666666666666
9415,36,Male,Kolkata,Apple,Android,5.4,4.3,72.8,121,3.1,6336,3.1,0.7,659,Social Media,12.299999999999999,2.3000000000000003,9.6,Adult,0.044628099173553724,0.026543209876543208,1.2133333333333334
9416,60,Male,Ahmedabad,Xiaomi,iOS,3.1,15.9,85.1,107,2.9,278,7.5,0.5,1958,Gaming,14.0,3.6333333333333333,0.1419091373149566,Middle Aged,0.02897196261682243,0.17096774193548386,1.4183333333333332
9417,27,Female,Chennai,Nokia,iOS,2.0,22.8,249.4,50,2.4,7191,0.6,1.4,1221,Education,6.4,1.4666666666666668,5.884615384615385,Young Adult,0.04,0.38,4.156666666666667
9418,55,Other,Hyderabad,Motorola,Android,11.9,7.3,40.9,108,2.3,4419,5.1,0.6,537,Education,19.9,2.6666666666666665,8.21375464684015,Middle Aged,0.11018518518518519,0.020448179271708684,0.6816666666666666
9419,19,Male,Hyderabad,Apple,Android,1.9,37.5,164.0,56,2.3,7207,1.6,0.5,1838,Social Media,6.299999999999999,1.4666666666666668,3.9189777052746058,Young Adult,0.033928571428571426,0.6578947368421053,2.7333333333333334
9420,41,Other,Ahmedabad,Nokia,Android,11.1,38.9,256.9,81,1.1,997,5.0,2.5,669,Work,19.7,2.8666666666666667,1.4880597014925374,Adult,0.13703703703703704,0.11681681681681681,4.281666666666666
9421,21,Other,Mumbai,Vivo,Android,6.8,42.1,225.7,110,1.0,2014,3.4,1.5,597,Social Media,12.7,1.9666666666666668,3.367892976588629,Young Adult,0.061818181818181814,0.20637254901960786,3.7616666666666663
9422,46,Female,Delhi,Nokia,Android,10.9,29.8,200.4,48,6.0,6226,2.2,1.8,1149,Entertainment,20.9,3.3333333333333335,5.413913043478261,Middle Aged,0.22708333333333333,0.09113149847094801,3.3400000000000003
9423,49,Other,Chennai,Vivo,iOS,10.1,17.8,68.1,142,3.7,6442,0.5,2.0,1050,Social Media,16.3,2.066666666666667,6.129400570884871,Middle Aged,0.07112676056338028,0.058745874587458745,1.135
9424,29,Male,Hyderabad,Apple,iOS,8.4,26.0,5.4,39,3.3,2816,2.3,2.2,1235,Social Media,16.2,2.6,2.27831715210356,Young Adult,0.2153846153846154,0.10317460317460317,0.09000000000000001
9425,23,Male,Kolkata,Apple,Android,1.7,13.5,232.3,110,3.0,4494,4.7,2.7,628,Entertainment,12.100000000000001,3.466666666666667,7.144674085850556,Young Adult,0.015454545454545453,0.2647058823529412,3.871666666666667
9426,52,Male,Hyderabad,Nokia,iOS,10.7,2.8,143.1,84,2.6,431,4.4,3.4,1588,Entertainment,21.099999999999998,3.466666666666667,0.2712397734424166,Middle Aged,0.12738095238095237,0.008722741433021807,2.385
9427,50,Female,Mumbai,Vivo,Android,7.6,23.7,216.4,44,4.9,3004,3.8,4.3,843,Social Media,20.6,4.333333333333333,3.559241706161137,Middle Aged,0.17272727272727273,0.10394736842105262,3.606666666666667
9428,53,Male,Lucknow,Samsung,iOS,3.4,13.2,242.1,50,1.6,3376,0.6,0.1,509,Social Media,5.699999999999999,0.7666666666666666,6.6196078431372545,Middle Aged,0.068,0.12941176470588234,4.035
9429,38,Male,Delhi,Google Pixel,Android,4.1,39.3,165.0,96,3.0,2629,7.5,0.7,931,Work,15.299999999999999,3.733333333333333,2.820815450643777,Adult,0.04270833333333333,0.3195121951219512,2.75
9430,47,Male,Hyderabad,Samsung,iOS,7.2,4.8,100.5,60,4.7,4424,5.6,1.7,1175,Education,19.2,4.0,3.761904761904762,Middle Aged,0.12000000000000001,0.022222222222222223,1.675
9431,22,Male,Pune,Google Pixel,iOS,6.8,35.6,240.9,146,3.3,7067,4.2,0.5,650,Entertainment,14.8,2.6666666666666665,10.855606758832565,Young Adult,0.04657534246575342,0.17450980392156865,4.015
9432,44,Female,Mumbai,Realme,Android,1.9,13.0,161.4,90,1.4,3219,1.5,2.7,1633,Education,7.5,1.8666666666666665,1.9700122399020807,Adult,0.021111111111111112,0.22807017543859648,2.69
9433,23,Male,Bangalore,Oppo,iOS,6.5,34.3,71.9,26,5.2,2033,1.9,2.7,1321,Work,16.3,3.266666666666667,1.537821482602118,Young Adult,0.25,0.1758974358974359,1.1983333333333335
9434,57,Male,Hyderabad,Realme,iOS,11.2,13.0,93.8,183,2.4,279,6.5,2.6,1092,Gaming,22.700000000000003,3.8333333333333335,0.2552607502287283,Middle Aged,0.06120218579234972,0.03869047619047619,1.5633333333333332
9435,31,Male,Lucknow,Oppo,iOS,2.0,48.8,131.6,122,1.8,7607,0.5,4.4,1620,Work,8.7,2.2333333333333334,4.692782233189389,Adult,0.01639344262295082,0.8133333333333332,2.1933333333333334
9436,60,Other,Hyderabad,Realme,Android,10.4,32.3,221.2,76,0.6,1112,8.0,1.8,763,Entertainment,20.8,3.466666666666667,1.455497382198953,Middle Aged,0.1368421052631579,0.10352564102564102,3.6866666666666665
9437,32,Female,Lucknow,Nokia,iOS,10.5,15.7,162.6,159,2.8,1144,2.0,3.5,548,Entertainment,18.8,2.766666666666667,2.083788706739526,Adult,0.0660377358490566,0.04984126984126984,2.71
9438,56,Male,Hyderabad,Samsung,iOS,4.3,24.0,77.8,112,4.7,7651,5.5,3.8,1876,Work,18.3,4.666666666666667,4.076185402237614,Middle Aged,0.03839285714285714,0.18604651162790697,1.2966666666666666
9439,54,Other,Lucknow,OnePlus,Android,10.4,36.9,187.0,124,5.7,1836,7.0,1.5,1392,Social Media,24.6,4.733333333333333,1.318018664752333,Middle Aged,0.08387096774193549,0.11826923076923077,3.1166666666666667
9440,31,Female,Lucknow,Xiaomi,Android,9.9,29.7,18.2,81,5.4,4092,7.3,2.7,1084,Gaming,25.3,5.133333333333334,3.7714285714285714,Adult,0.12222222222222223,0.09999999999999999,0.30333333333333334
9441,57,Female,Ahmedabad,Vivo,iOS,4.0,22.7,295.4,35,1.6,4178,3.2,2.9,553,Work,11.700000000000001,2.5666666666666664,7.541516245487364,Middle Aged,0.11428571428571428,0.18916666666666665,4.923333333333333
9442,51,Other,Mumbai,Apple,iOS,8.9,4.0,31.5,102,4.3,6396,3.2,2.0,1707,Gaming,18.4,3.1666666666666665,3.7447306791569086,Middle Aged,0.08725490196078432,0.0149812734082397,0.525
9443,48,Female,Chennai,Oppo,Android,7.2,23.0,64.2,19,4.8,8508,6.5,0.9,690,Social Media,19.4,4.066666666666666,12.312590448625182,Middle Aged,0.37894736842105264,0.10648148148148148,1.07
9444,27,Female,Hyderabad,Apple,iOS,8.9,41.0,267.6,118,4.9,129,6.1,2.0,1633,Entertainment,21.9,4.333333333333333,0.07894736842105263,Young Adult,0.07542372881355933,0.15355805243445692,4.46
9445,18,Other,Chennai,Realme,iOS,5.9,41.8,271.6,60,4.3,5533,3.6,4.0,138,Entertainment,17.799999999999997,3.9666666666666663,39.805755395683455,Teen,0.09833333333333334,0.23615819209039546,4.526666666666667
9446,33,Other,Delhi,Realme,Android,11.8,43.7,103.3,23,5.2,2444,5.7,0.7,367,Work,23.4,3.866666666666667,6.641304347826087,Adult,0.5130434782608696,0.12344632768361583,1.7216666666666667
9447,54,Other,Pune,Motorola,iOS,10.6,22.6,185.7,12,3.6,932,3.5,4.4,1889,Entertainment,22.1,3.8333333333333335,0.4931216931216931,Middle Aged,0.8833333333333333,0.0710691823899371,3.0949999999999998
9448,35,Female,Bangalore,Vivo,Android,8.6,24.2,206.2,137,0.7,2886,3.0,4.3,1538,Gaming,16.599999999999998,2.6666666666666665,1.875243664717349,Adult,0.06277372262773723,0.09379844961240309,3.4366666666666665
9449,27,Other,Lucknow,Apple,Android,3.8,32.0,27.0,44,5.9,3295,5.5,3.5,439,Work,18.7,4.966666666666667,7.488636363636363,Young Adult,0.08636363636363636,0.2807017543859649,0.45
9450,29,Female,Jaipur,OnePlus,iOS,10.6,48.5,135.1,191,1.1,8365,4.9,4.3,306,Education,20.900000000000002,3.433333333333333,27.247557003257327,Young Adult,0.05549738219895288,0.15251572327044025,2.2516666666666665
9451,28,Other,Pune,Apple,Android,10.5,44.9,297.0,97,1.1,7730,3.4,2.6,1569,Work,17.6,2.3666666666666667,4.923566878980892,Young Adult,0.10824742268041238,0.14253968253968252,4.95
9452,32,Female,Bangalore,Xiaomi,iOS,3.5,36.5,22.6,72,0.6,6809,5.9,0.1,1063,Social Media,10.1,2.1999999999999997,6.399436090225564,Adult,0.04861111111111111,0.3476190476190476,0.3766666666666667
9453,58,Other,Kolkata,Xiaomi,Android,2.6,3.2,60.6,185,5.8,1092,4.7,3.0,1523,Education,16.1,4.5,0.7165354330708661,Middle Aged,0.014054054054054054,0.041025641025641026,1.01
9454,48,Male,Mumbai,Nokia,Android,8.1,28.0,169.3,92,3.8,5655,6.8,3.9,107,Gaming,22.599999999999998,4.833333333333333,52.361111111111114,Middle Aged,0.08804347826086956,0.11522633744855967,2.8216666666666668
9455,52,Male,Bangalore,Oppo,Android,4.6,16.9,41.2,138,1.2,2517,5.1,4.8,1878,Entertainment,15.7,3.6999999999999993,1.339542309739223,Middle Aged,0.03333333333333333,0.12246376811594202,0.6866666666666668
9456,20,Male,Jaipur,Nokia,iOS,10.3,13.4,26.2,147,3.6,7987,6.3,3.7,592,Social Media,23.9,4.533333333333333,13.468802698145025,Young Adult,0.07006802721088436,0.04336569579288026,0.43666666666666665
9457,48,Female,Kolkata,Realme,Android,4.5,22.8,127.0,125,1.5,3311,3.2,0.7,1338,Education,9.899999999999999,1.8,2.4727408513816282,Middle Aged,0.036,0.1688888888888889,2.1166666666666667
9458,18,Male,Jaipur,Vivo,Android,9.4,25.2,296.2,145,1.7,4040,6.7,0.2,1539,Education,18.0,2.8666666666666667,2.6233766233766236,Teen,0.06482758620689655,0.08936170212765958,4.9366666666666665
9459,16,Female,Hyderabad,Google Pixel,iOS,4.9,29.8,114.2,37,3.8,3628,7.4,2.6,1527,Work,18.700000000000003,4.6000000000000005,2.3743455497382198,Teen,0.13243243243243244,0.20272108843537415,1.9033333333333333
9460,25,Other,Pune,OnePlus,Android,9.4,47.7,208.2,113,1.0,8508,5.4,3.0,1574,Work,18.8,3.1333333333333333,5.4019047619047615,Young Adult,0.0831858407079646,0.1691489361702128,3.4699999999999998
9461,36,Other,Jaipur,Realme,iOS,7.2,9.6,279.8,199,5.8,4142,3.2,2.3,712,Education,18.5,3.766666666666667,5.809256661991585,Adult,0.036180904522613064,0.044444444444444446,4.663333333333333
9462,41,Other,Delhi,Google Pixel,iOS,8.0,40.3,238.4,39,2.5,8798,2.3,3.2,1120,Work,16.0,2.6666666666666665,7.848349687778769,Adult,0.20512820512820512,0.16791666666666666,3.9733333333333336
9463,53,Female,Chennai,Nokia,Android,11.3,3.8,274.8,183,3.6,229,7.9,4.2,1360,Entertainment,27.0,5.233333333333333,0.16825863335782512,Middle Aged,0.061748633879781425,0.011209439528023599,4.58
9464,24,Male,Jaipur,Vivo,Android,11.2,19.2,176.9,164,4.4,4707,5.5,3.1,1588,Work,24.200000000000003,4.333333333333333,2.962240402769037,Young Adult,0.06829268292682926,0.05714285714285714,2.9483333333333333
9465,40,Female,Jaipur,Samsung,iOS,2.9,38.5,205.6,13,0.7,4079,2.4,4.9,1514,Gaming,10.9,2.6666666666666665,2.6924092409240923,Adult,0.22307692307692306,0.4425287356321839,3.4266666666666667
9466,37,Other,Lucknow,Apple,iOS,9.1,21.4,237.1,103,2.2,9590,2.2,4.2,1272,Education,17.7,2.866666666666667,7.5333857030636295,Adult,0.08834951456310679,0.07838827838827839,3.9516666666666667
9467,16,Male,Delhi,Motorola,iOS,7.0,36.0,108.4,61,1.0,7815,2.3,4.2,646,Education,14.5,2.5,12.078825347758887,Teen,0.11475409836065574,0.17142857142857143,1.8066666666666669
9468,50,Male,Kolkata,Nokia,iOS,11.5,8.9,177.6,115,3.5,8484,5.2,2.6,1025,Work,22.8,3.766666666666667,8.269005847953217,Middle Aged,0.1,0.025797101449275363,2.96
9469,34,Other,Ahmedabad,Oppo,Android,9.2,8.7,297.6,46,1.0,2299,5.6,0.0,1214,Gaming,15.799999999999999,2.1999999999999997,1.8921810699588477,Adult,0.19999999999999998,0.03152173913043478,4.96
9470,31,Male,Mumbai,Vivo,iOS,9.7,32.6,126.8,60,4.2,2142,2.8,0.6,1607,Work,17.3,2.533333333333333,1.3320895522388059,Adult,0.16166666666666665,0.11202749140893471,2.1133333333333333
9471,30,Male,Ahmedabad,Samsung,iOS,10.8,30.6,102.2,116,1.1,7290,7.4,3.3,1688,Gaming,22.6,3.933333333333333,4.316163410301954,Young Adult,0.09310344827586207,0.09444444444444444,1.7033333333333334
9472,50,Male,Pune,Samsung,iOS,3.9,6.4,64.6,86,1.2,3080,6.5,3.8,1714,Gaming,15.399999999999999,3.8333333333333335,1.7959183673469388,Middle Aged,0.04534883720930232,0.0547008547008547,1.0766666666666667
9473,55,Other,Mumbai,Apple,iOS,5.2,42.9,249.7,50,1.2,2055,3.0,4.6,1798,Entertainment,14.0,2.933333333333333,1.1423012784880489,Middle Aged,0.10400000000000001,0.27499999999999997,4.161666666666666
9474,15,Female,Kolkata,Samsung,Android,9.9,5.1,258.1,175,4.8,4520,0.7,4.6,395,Work,20.0,3.3666666666666667,11.414141414141413,Teen,0.05657142857142857,0.01717171717171717,4.301666666666667
9475,52,Other,Mumbai,Apple,iOS,1.8,20.4,46.7,20,6.0,4635,1.6,0.8,399,Education,10.200000000000001,2.8000000000000003,11.5875,Middle Aged,0.09,0.37777777777777777,0.7783333333333334
9476,59,Other,Bangalore,Motorola,iOS,6.5,27.6,9.6,170,4.6,3598,1.1,2.1,191,Gaming,14.299999999999999,2.6,18.739583333333332,Middle Aged,0.03823529411764706,0.14153846153846156,0.16
9477,34,Male,Jaipur,Motorola,Android,7.9,17.8,279.5,125,1.1,3627,3.6,1.1,382,Social Media,13.7,1.9333333333333336,9.469973890339425,Adult,0.0632,0.07510548523206752,4.658333333333333
9478,48,Male,Ahmedabad,OnePlus,Android,8.2,49.9,228.0,59,2.7,2723,6.3,2.2,1026,Gaming,19.4,3.733333333333333,2.6514118792599803,Middle Aged,0.13898305084745763,0.20284552845528456,3.8
9479,19,Male,Ahmedabad,OnePlus,iOS,8.9,41.3,5.7,26,3.5,3515,6.3,4.6,1796,Education,23.299999999999997,4.8,1.9560378408458543,Young Adult,0.3423076923076923,0.15468164794007488,0.095
9480,33,Other,Hyderabad,OnePlus,Android,8.7,29.6,184.6,109,2.2,7349,5.2,3.0,1518,Entertainment,19.099999999999998,3.4666666666666663,4.838051349572087,Adult,0.07981651376146788,0.11340996168582376,3.0766666666666667
9481,27,Other,Kolkata,Samsung,Android,9.2,7.6,250.8,99,1.8,9944,7.7,3.0,1708,Work,21.7,4.166666666666667,5.818607372732592,Young Adult,0.09292929292929292,0.02753623188405797,4.180000000000001
9482,40,Female,Delhi,Xiaomi,iOS,4.9,30.2,26.2,79,5.5,7651,2.1,1.8,154,Gaming,14.3,3.1333333333333333,49.36129032258064,Adult,0.06202531645569621,0.20544217687074828,0.43666666666666665
9483,40,Male,Delhi,Xiaomi,Android,4.1,47.5,205.8,99,2.2,8212,2.0,3.6,1374,Entertainment,11.9,2.6,5.972363636363636,Adult,0.04141414141414141,0.38617886178861793,3.43
9484,52,Other,Ahmedabad,Samsung,Android,8.6,43.5,197.5,114,2.2,3875,1.2,0.8,1396,Social Media,12.8,1.4000000000000001,2.773801002147459,Middle Aged,0.07543859649122807,0.1686046511627907,3.2916666666666665
